"﻿I01";"NOMPROV";"I02";"NOMCANT";"I03";"I03Cl";"I03C";"codParr";"NOMPARR";"I04";"I05";"numv";"numh";"nump";"TOTPER";"H00";"P00";"PCD";"P01";"P03";"GEDAD";"GRANEDAD";"P04M";"P04A";"P05";"P06_A";"P07";"P08";"Discapacidad";"P11LO";"P11L";"P11P";"P11C";"P11PQ";"P12LO";"P12L";"P12P";"P12C";"P12PQ";"P13LO";"P13L";"P13P";"P13C";"P13PQ";"P142P";"P142M";"P152";"P16";"P19";"P20T";"P20I";"P20C";"P21";"P23";"P24";"GRAESC";"GRAESCSA";"P25";"P27";"P28";"TIPOACT";"P29";"RAMACT";"P30";"GRUOCU";"P31";"CATOCUP";"P32";"P33";"P34";"P35";"P36";"P36H";"P36M";"P37";"P38";"P39A";"P39M";"P40";"P02"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;64;1;6;6;1;6;1;1;83;18;3;3;1927;1;1;2;2;2;2;2;10;1006;100650;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;2;2;2;2;2;1;;;;;7;7;13;;;;;;;;;5;7;;;;;;;;;"6"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;68;1;9;9;1;9;1;1;88;19;3;4;1922;1;1;2;2;2;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;3;4;3;;7;7;13;;;;;;;;;5;7;;;;;;;;;"6"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;71;1;1;2;1;1;1;2;64;14;2;8;1946;1;1;2;1;1;2;2;10;1006;100654;1;1;10;1002;100251;2;2;10;1006;100654;2;2;2;6;2;2;2;2;2;1;;;;;7;6;12;;;;;;;;;5;7;5;1;4;2;99;1975;10;9;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;75;1;1;5;1;1;1;2;83;18;3;11;1927;1;1;2;1;1;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;4;5;4;;7;6;12;;;;;;;;;5;7;6;1;5;5;20;1962;9;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;80;1;1;2;1;1;1;1;71;16;3;3;1939;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1002;100251;1;1;10;1002;100251;2;2;;6;1;1;2;2;2;4;4;5;4;;1;;1;111;1;6111;6;6;6;10;1;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;87;1;1;1;1;1;1;2;91;20;3;12;1918;1;1;2;1;1;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;3;4;3;;7;6;12;;;;;;;;;5;7;6;3;3;6;25;9999;99;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;89;1;1;5;1;1;1;1;48;11;2;10;1962;1;1;9;2;2;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;1;2;2;2;4;4;5;4;;1;;1;113;1;9211;9;3;3;40;2;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;99;1;1;2;1;1;1;1;57;13;2;1;1953;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;1;9;9;2;4;6;7;6;;5;;5;111;1;6111;6;6;6;30;1;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;101;1;1;1;1;1;1;1;78;17;3;7;1932;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;5;6;5;;2;;2;111;1;9211;9;3;3;8;2;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;104;1;1;4;1;1;1;1;65;15;3;10;1945;1;1;2;2;2;1;1;10;1002;100251;1;1;10;1002;100251;2;2;10;1001;100150;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;111;1;6111;6;6;6;40;2;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;111;1;1;1;1;1;1;2;62;14;2;12;1947;1;1;2;2;2;3;3;88;8881;888105;1;1;10;1002;100251;2;2;4;405;40554;2;2;2;6;2;2;2;2;2;4;1;2;1;;7;5;11;;;;;;;;;5;7;7;4;3;6;18;1983;11;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;112;1;1;5;1;1;1;2;77;17;3;2;1933;1;1;2;9;2;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;4;5;4;;5;;5;111;1;6111;6;6;6;8;1;5;7;10;6;4;9;18;1975;2;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;115;1;1;2;1;1;1;2;55;13;2;8;1955;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;5;3;10;9;;7;5;11;;;;;;;;;5;7;12;6;6;9;15;1995;9;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;118;1;1;1;1;1;1;2;66;15;3;10;1944;1;1;2;2;2;2;2;18;1807;180750;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;6;7;6;;1;;1;111;1;9211;9;3;3;10;2;5;7;5;1;4;5;98;1982;5;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;132;1;1;1;1;1;1;2;56;13;2;2;1954;1;1;2;1;1;2;2;4;402;40253;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;2;2;2;2;2;6;1;1;0;;7;5;11;;;;;;;;;5;7;3;2;1;3;18;1981;1;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;133;1;1;2;1;1;1;2;85;19;3;12;1924;1;1;1;2;2;2;2;10;1001;100153;1;1;10;1002;100251;2;2;10;1001;100150;2;2;2;3;2;2;2;2;2;1;;;;;7;3;9;;;;;;;;;5;6;14;11;3;8;20;9999;99;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;133;1;2;2;1;2;1;1;67;15;3;8;1943;1;1;2;2;2;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;2;1;1;2;2;2;4;6;7;6;;1;;1;9609;19;9629;9;6;6;42;2;5;7;;;;;;;;;"3"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;139;1;1;1;1;1;1;2;70;16;3;5;1940;1;1;2;2;2;2;2;10;1005;100550;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;1;2;2;2;4;2;3;2;;7;5;11;;;;;;;;;5;7;7;3;4;7;19;9999;99;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;143;1;1;3;1;1;1;1;69;15;3;3;1941;1;1;2;2;2;2;2;4;405;40550;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;3;9;;;;;;;;;5;6;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;147;1;6;6;1;6;1;2;77;17;3;10;1933;1;1;2;2;2;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;9700;20;9111;9;8;8;20;1;5;1;7;4;3;7;21;1969;10;1;"6"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;149;1;1;6;1;1;9;2;70;16;3;7;1940;1;1;2;2;2;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;4;5;4;;1;;1;9999;22;9999;11;9;9;999;9;5;7;15;7;8;11;16;1984;11;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;186;1;1;4;1;1;1;1;65;15;3;8;1945;1;1;1;2;2;2;2;4;403;40352;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;1;2;1;2;10;99;;;1;7;7;13;;;;;;;;;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;214;1;3;3;1;3;1;2;69;15;3;1;1941;1;1;2;9;2;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;2;1;2;2;2;1;;;;;7;7;13;;;;;;;;;5;7;0;0;0;;;;;;"6"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;217;1;1;1;1;1;2;1;76;17;3;1;1934;1;1;2;2;2;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;1;;;;;2;;2;111;1;9211;9;3;3;40;2;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;224;1;1;3;1;1;1;1;54;12;2;10;1956;1;1;2;2;2;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;6;7;6;;1;;1;111;1;9211;9;6;6;40;2;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;228;1;1;3;1;1;1;1;60;14;2;6;1950;1;1;2;2;2;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;1;1;1;2;4;6;7;6;;1;;1;111;1;6111;6;6;6;40;2;5;7;;;;;;;;;"7"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";1;1;232;1;1;4;1;1;1;2;53;12;2;12;1956;1;1;2;2;2;1;1;10;1002;100251;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;2;2;2;2;2;4;2;3;2;;7;5;11;;;;;;;;;5;7;10;8;2;5;15;1990;4;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";999;1;3;1;1;1;1;1;1;2;65;15;3;9;1945;1;1;2;2;2;2;2;10;1002;100252;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;7;1;1;2;2;2;9;7;20;19;1;7;3;9;;;;;;;;;5;6;5;3;2;3;20;1988;10;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";999;1;54;1;1;2;1;1;1;1;73;16;3;8;1937;1;1;2;2;2;2;2;10;1006;100650;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;4;5;4;;5;;5;113;1;6111;6;3;3;40;2;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";999;2;26;1;1;3;1;1;1;1;62;14;2;3;1948;1;1;2;2;2;2;2;10;1001;100157;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;4;5;4;;1;;1;4100;6;7112;7;3;3;45;2;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";999;2;70;1;1;4;1;1;1;1;64;14;2;7;1946;1;1;2;2;2;2;2;4;405;40550;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;1;2;2;2;2;4;4;5;4;;1;;1;161;1;6111;6;6;6;40;1;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";51;"A";1;110;"IMBAYA";999;2;101;1;3;5;1;3;1;1;74;16;3;9;1936;1;1;2;2;2;2;2;10;1001;100151;1;1;10;1002;100251;1;1;10;1002;100251;2;2;2;6;2;2;2;2;2;4;2;3;2;;1;;1;161;1;6113;6;3;3;16;2;5;7;;;;;;;;;"6"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;2;1;1;3;1;1;1;2;66;15;3;12;1943;1;1;2;1;1;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;1;2;2;2;2;2;1;;;;;7;6;12;;;;;;;;;5;7;7;3;4;7;18;1982;3;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;12;1;1;3;1;1;1;2;70;16;3;3;1940;1;1;2;9;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;6;12;;;;;;;;;5;7;6;2;4;4;19;1975;1;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;17;1;1;1;1;1;1;2;77;17;3;3;1933;1;1;2;1;1;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;1;2;2;2;2;2;1;;;;;7;7;13;;;;;;;;;5;7;4;2;2;4;99;9999;99;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;21;1;6;8;1;6;1;2;89;19;3;7;1921;1;1;9;2;2;2;2;10;1002;100253;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;3;4;3;;7;3;9;;;;;;;;;5;7;3;2;1;3;99;1951;9;1;"6"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;26;1;1;1;1;1;1;2;82;18;3;10;1928;1;1;2;1;1;2;2;10;1006;100653;1;1;10;1002;100252;2;2;10;1002;100250;2;2;2;7;1;1;9;9;2;4;4;5;4;;7;6;12;;;;;;;;;5;7;11;8;3;7;25;1977;7;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;31;1;3;3;1;3;9;2;76;17;3;7;1934;1;1;2;1;1;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;1;2;2;2;2;2;1;;;;;7;6;12;;;;;;;;;5;7;3;1;2;3;40;1969;1;1;"6"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;35;1;7;7;1;7;9;2;63;14;2;7;1947;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;;;2;1;2;2;2;2;2;1;;;;;7;5;11;;;;;;;;;5;7;6;2;4;6;17;1960;11;1;"6"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;49;1;1;6;1;1;1;2;65;15;3;2;1945;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;1;1;1;2;2;2;4;6;7;6;;5;;5;141;1;6121;6;7;7;40;1;5;7;5;3;2;4;22;1987;12;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;72;1;2;2;1;2;1;2;83;18;3;6;1927;1;1;2;1;1;2;2;10;1001;100157;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;6;12;;;;;;;;;5;7;6;3;3;6;22;9999;99;1;"7"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;74;1;1;2;1;1;1;2;77;17;3;5;1933;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;3;4;3;;1;;1;111;1;6111;6;6;6;8;1;5;7;2;2;0;2;22;1962;10;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;91;1;1;3;1;1;1;2;74;16;3;9;1936;1;1;2;2;2;2;2;4;405;40550;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;3;4;3;;7;5;11;;;;;;;;;5;7;1;0;1;1;39;1963;9;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;101;1;1;10;1;1;1;2;53;12;2;1;1957;1;1;2;1;1;2;2;10;1001;100155;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;2;2;2;2;2;2;1;3;2;;1;;1;113;1;6112;6;3;3;14;2;5;7;4;1;3;4;19;1984;4;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;105;1;1;1;1;1;1;2;70;16;3;5;1940;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;1;2;2;2;4;4;5;4;;7;5;11;;;;;;;;;5;7;0;0;0;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;119;1;1;2;1;1;1;1;57;13;2;3;1953;1;1;2;1;1;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;1;7;;23;;12;;10;;;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;120;1;1;3;1;1;1;1;93;20;3;4;1917;1;1;9;1;1;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;7;1;2;2;2;2;4;4;5;4;;7;6;12;;;;;;;;;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;124;1;1;2;1;1;1;1;57;13;2;3;1953;1;1;2;1;1;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;1;7;;23;;12;;10;;;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;132;1;5;6;1;5;1;2;82;18;3;11;1928;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;7;1;2;2;2;2;4;4;5;4;;7;3;9;;;;;;;;;5;7;8;5;3;8;25;1968;8;1;"6"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;134;1;1;2;1;1;1;2;60;14;2;8;1950;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;1;2;2;2;5;3;10;9;;3;;3;3240;3;7533;7;6;6;40;1;5;7;3;2;1;3;20;1986;4;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;135;1;1;2;1;1;1;1;68;15;3;11;1942;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;7;1;1;2;2;2;4;6;7;6;;7;7;13;;;;;;;;;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;148;1;1;3;1;1;1;2;28;7;2;11;1982;1;1;2;2;2;2;2;10;1002;100250;2;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;1;9;9;1;7;3;12;11;;1;;1;3100;3;7533;7;4;4;30;1;5;7;2;1;1;2;16;2003;3;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;151;1;1;2;1;1;1;1;68;15;3;11;1942;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;7;1;1;2;2;2;4;6;7;6;;7;7;13;;;;;;;;;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;162;1;5;5;1;5;1;2;67;15;3;7;1943;1;1;2;2;2;2;2;10;1001;100153;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;3;4;3;;7;5;11;;;;;;;;;5;7;10;5;5;7;20;1964;2;1;"6"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;173;1;1;2;1;1;1;2;56;13;2;1;1954;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;1;1;2;2;2;2;4;6;7;6;;5;;5;9999;22;9999;11;6;6;11;1;5;7;3;2;1;3;20;1988;8;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;174;1;1;2;1;1;1;2;62;14;2;3;1948;1;1;2;2;2;2;2;4;401;40153;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;2;2;2;2;2;1;;;;;1;;1;9700;20;9111;9;8;8;2;1;5;7;1;1;0;1;22;1989;10;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;1;175;1;1;4;1;1;1;2;38;9;2;10;1972;1;1;2;2;2;2;2;10;1004;100450;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;6;7;6;;1;;1;145;1;6121;6;4;4;28;1;5;7;4;1;3;4;15;1994;4;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;2;1;1;2;1;1;1;1;49;11;2;6;1961;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;1;1;1;1;1;2;4;4;5;4;;5;;5;111;1;8341;8;3;3;18;2;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;4;1;1;3;1;1;1;1;54;12;2;1;1956;1;1;1;2;2;2;2;10;1001;100153;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;3;1;1;1;1;2;4;6;7;6;;1;;1;5610;9;8322;8;2;2;60;2;5;3;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;21;1;1;2;1;1;1;1;80;18;3;9;1930;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;5;6;5;;5;;5;111;1;6111;6;3;3;5;2;5;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;54;1;1;4;1;1;1;2;63;14;2;5;1947;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;5;11;;;;;;;;;5;7;5;2;3;5;19;1988;6;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;60;1;4;10;1;4;1;1;92;20;3;8;1918;1;1;2;1;1;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;6;12;;;;;;;;;5;7;;;;;;;;;"6"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;63;1;1;4;1;1;1;2;60;14;2;11;1950;2;1;2;2;2;2;2;11;1101;110156;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;6;7;6;;2;;2;5610;9;5120;5;4;4;50;1;5;7;4;3;1;4;23;1978;2;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;72;1;1;6;1;1;1;2;64;14;2;8;1946;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;6;7;6;;1;;1;9999;22;9999;11;9;9;999;9;5;3;3;1;2;3;32;1983;4;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;80;1;7;8;1;7;9;1;71;16;3;7;1939;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;1;2;2;2;4;4;5;4;;7;3;9;;;;;;;;;5;7;;;;;;;;;"6"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;81;1;1;3;1;1;1;2;65;15;3;6;1945;1;1;2;2;2;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;7;1;1;2;2;2;4;6;7;6;;7;5;11;;;;;;;;;5;7;3;1;2;3;18;1980;9;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;84;1;1;1;1;1;1;2;58;13;2;1;1952;1;1;2;2;2;2;2;1;101;10150;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;1;2;2;2;8;3;16;15;3;1;;1;4799;7;5249;5;2;2;15;2;5;7;0;0;0;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;87;1;1;2;1;1;1;2;62;14;2;5;1948;1;1;1;1;1;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;;;2;6;1;2;2;2;2;4;5;6;5;;7;3;9;;;;;;;;;5;7;4;3;1;4;17;1968;6;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;95;1;3;4;1;3;1;2;75;17;3;12;1934;1;1;2;1;1;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;1;2;2;2;4;4;5;4;;7;6;12;;;;;;;;;5;7;6;3;3;2;21;1962;3;2;"6"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;106;1;3;3;1;3;1;2;69;15;3;9;1941;1;1;2;2;2;2;2;10;1001;100157;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;5;11;;;;;;;;;5;7;5;4;1;5;21;1981;10;1;"6"
10;"IMBABURA";2;"ANTONIO ANTE";52;"A";1;111;"SAN FRANCISCO DE NATABUE";1;2;143;1;1;2;1;1;1;2;70;16;3;3;1940;1;1;1;1;1;1;1;10;1002;100252;1;1;10;1002;100252;1;1;10;1002;100252;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;5;11;;;;;;;;;5;6;3;2;1;3;19;1976;4;1;"1"
